document_id,superficie_util,zona_termica,tipo_inmueble,calef_proyec_kwh,acs_proyec_kwh,u_norm_muro_principal,u_norm_muro_secundario,u_norm_techo_principal,u_norm_techo_secundario,log_calef_proyec_kwh,log_acs_proyec_kwh,cluster_hdbscan,cluster_probability,cluster_is_noise
90e16d2021,78.2,d,casa_pareada,7536.0,3457.4,1.7,1.7,0.38,0.38,8.92757950384347,8.148561333353422,-1,0.0,True
0145c62026,44.5,f,casa_pareada,6459.6,2649.9,1.7,1.7,0.38,0.38,8.773477471720602,7.882654483963062,15,0.08790343423843812,False
5baefb2025,54.1,d,casa_pareada,2714.2,2656.9,1.9,1.9,0.47,0.47,7.906620894479961,7.88529161629307,27,0.26942056382169893,False
0bbaff2025,20.5,g,depto,1884.8,1706.1,1.6,1.6,0.33,0.33,7.542107413031577,7.442551303386707,29,0.20605014604308478,False
b51f172024,81.7,f,casa_pareada,10229.1,4132.2,1.7,1.7,0.38,0.38,9.23308963406896,8.3268072043402,15,0.012492065746644274,False
f6025b2024,45.9,d,depto,271.0,1840.8,1.9,1.9,0.47,0.47,5.605802066295998,7.518498633287266,25,0.4659050396632495,False
5ebaca2021,28.3,d,depto,610.9,2911.5,1.9,1.9,0.47,0.47,6.4165688704684944,7.976767097873956,25,0.4021403577398024,False
e12cbd2025,44.1,e,depto,4301.0,2526.5,1.7,1.7,0.38,0.38,8.366835309827675,7.834985950894627,13,0.46940424160561517,False
eca2342025,41.0,d,depto,2254.8,1682.4,1.9,1.9,0.47,0.47,7.721259956205817,7.428570836777475,25,0.9965697489364882,False
a2ac962023,30.2,d,depto,333.2,1303.4,1.9,1.9,0.47,0.47,5.811739616161294,7.173498443915165,25,0.568704695672303,False
0bf9e72026,48.5,d,depto,6176.3,2440.4,1.9,1.9,0.47,0.47,8.72863656178221,7.8003269242357,25,1.0,False
c24b242022,86.3,d,depto,3834.9,4383.3,1.9,1.9,0.47,0.47,8.252159366841841,8.385785256943516,25,0.287061308328122,False
6d42942023,49.1,d,depto,5750.1,2465.6,1.9,1.9,0.47,0.47,8.65714641984288,7.810595963131887,25,1.0,False
b403082024,56.0,b,depto,1106.4,3347.1,4.0,4.0,0.84,0.84,7.009770204388867,8.116148299741564,1,0.8793810444388223,False
fcc55a2026,47.6,d,depto,1543.3,2406.8,1.7,1.7,0.38,0.38,7.3423260122289555,7.786468746500926,26,0.8598323297215316,False
9138372025,63.1,d,casa_aislada,10079.5,2977.5,1.9,1.9,0.47,0.47,9.218358143569766,7.9991750970687425,18,1.0,False
e036a32024,28.3,d,depto,1788.6,1230.0,1.9,1.9,0.47,0.47,7.489747410175919,7.115582126184454,25,0.9125234274323373,False
54808f2021,69.8,f,casa_aislada,7575.2,3716.7,1.6,1.6,0.33,0.33,8.93276703367269,8.220860476483667,20,0.7771171846471265,False
9731b52026,55.5,a,depto,0.0,2809.1,4.0,4.0,0.0,0.0,0.0,7.940975348883194,-1,0.0,True
1947fc2024,55.3,d,casa_pareada,4790.6,2700.2,1.9,1.9,0.47,0.47,8.474619663857176,7.901451397700686,27,0.8852754370683881,False
232a3e2018,42.3,f,casa_aislada,13511.8,2289.3,1.6,1.6,0.33,0.33,9.511392663366136,7.736438092334775,20,1.0,False
a457972026,40.4,d,depto,4967.6,17386.9,1.9,1.9,0.47,0.47,8.510893389267709,9.763529840999437,25,0.18256849976310852,False
b76ca62025,68.2,e,casa_pareada,4490.6,3510.3,1.7,1.7,0.38,0.38,8.409964264698385,8.163741618260106,11,0.24217118511756117,False
1aef7d2025,48.6,d,depto,3054.2,2445.2,1.9,1.9,0.47,0.47,8.024600335911307,7.802291079053263,25,1.0,False
cf7ff52026,48.6,d,depto,2470.9,2202.1,1.9,1.9,0.47,0.47,7.8127423646849,7.69762073841852,25,1.0,False
0eddbf2019,40.4,d,depto,5060.1,2110.1,1.9,1.9,0.47,0.47,8.529339129959794,7.654964417640613,25,0.8691637640923271,False
293e9b2026,42.7,g,casa_aislada,15759.1,2651.3,1.1,1.1,0.28,0.28,9.665236708569404,7.883182467079869,24,1.0,False
b238f12026,52.2,d,depto,1924.8,2034.2,1.9,1.9,0.47,0.47,7.563096744806184,7.618349373145803,25,0.8472158208602069,False
f5fa512022,52.3,d,depto,5784.6,2588.9,1.9,1.9,0.47,0.47,8.663127350757803,7.859374543909587,25,1.0,False
01096e2023,47.0,d,depto,314.1,35438.1,1.9,1.9,0.47,0.47,5.752890048763229,10.475571009362698,25,0.14823585715935308,False
346d162020,42.4,d,casa_pareada,5101.3,2195.6,1.9,1.9,0.47,0.47,8.53744669744348,7.694665989354245,27,1.0,False
e968212024,114.5,d,casa_aislada,36562.3,4362.6,1.9,1.9,0.47,0.47,10.506800284076721,8.381052683723603,18,0.29011923680974144,False
81ba882023,64.8,d,casa_pareada,2998.6,939.2,1.7,1.7,0.38,0.38,8.006234225427235,6.84609261859003,30,1.0,False
87ca542025,50.8,f,casa_pareada,7373.5,2940.5,1.7,1.7,0.38,0.38,8.905783382299557,7.986674934304511,15,0.06747032071720759,False
5a1ce62024,55.0,d,depto,2561.6,2690.3,3.0,3.0,0.6,0.6,7.848777647075476,7.897779627233348,10,0.493329584624679,False
fb43382020,52.3,f,depto,5960.7,3008.8,1.7,1.7,0.38,0.38,8.693110954286984,8.009628910352617,21,1.0,False
c8cf512025,35.9,d,depto,1101.4,1506.8,1.7,1.7,0.38,0.38,7.005244900259394,7.3184069137776016,26,0.24130133790913263,False
ebabbf2024,50.9,b,casa_pareada,2000.0,3111.1,4.0,4.0,0.84,0.84,7.601402334583733,8.0430530184581,1,0.04104056300316786,False
9d73832026,47.0,d,casa_pareada,4440.4,2381.7,1.7,1.7,0.38,0.38,8.39872492104016,7.775989577440603,31,1.0,False
9bfaf82025,53.2,d,casa_pareada,3960.7,2623.2,1.9,1.9,0.47,0.47,8.284428505057972,7.872531366671615,27,0.623319057624168,False
87c3d22025,47.5,a,depto,645.8,2494.2,4.0,4.0,0.84,0.84,6.472037127702952,7.822124165293594,4,0.6883927025690848,False
02ab682023,29.0,d,depto,826.7,1438.4,1.9,1.9,0.47,0.47,6.71865076989135,7.271981639073704,25,1.0,False
1d89812022,48.3,c,casa_pareada,4241.2,2607.7,4.0,4.0,0.84,0.84,8.352837281585115,7.866607291940365,3,1.0,False
1fc9b52020,55.5,c,depto,1248.7,2536.2,4.0,4.0,0.84,0.84,7.130658801491738,7.838816389759742,2,0.7315689212825036,False
7f29e32025,48.7,g,casa_aislada,17439.4,2939.8,1.1,1.1,0.28,0.28,9.766544632979766,7.986436932161368,24,0.5780845778299072,False
5aaa952022,45.0,d,depto,838.9,1916.4,1.9,1.9,0.47,0.47,6.733282837131582,7.558725380642897,25,0.7534883062961152,False
ba4b712022,79.6,d,casa_pareada,3581.1,1222.0,1.7,1.7,0.38,0.38,8.183704499595576,7.109062135687172,30,0.8576064865840222,False
130e262024,47.0,e,casa_pareada,6229.9,2657.7,1.7,1.7,0.38,0.38,8.737276063627123,7.885592560507808,11,0.8306291088912736,False
6ee56a2023,102.1,d,casa_aislada,14793.4,4086.9,1.9,1.9,0.47,0.47,9.602004009770667,8.315786669744814,18,0.508528928991357,False
3587d22026,54.4,c,depto,1124.0,2854.1,3.0,3.0,0.6,0.6,7.025538314638521,7.956862147746407,9,1.0,False
1541062023,57.4,d,depto,8399.9,2776.5,1.7,1.7,0.38,0.38,9.036094121949162,7.9293065215137855,26,0.8374540833752439,False
d0af492026,66.8,f,casa_aislada,10384.3,3602.2,1.7,1.7,0.38,0.38,9.248146623711937,8.189577618505316,19,0.6286963165805464,False
56be722019,56.2,d,depto,5527.7,2735.8,1.9,1.9,0.47,0.47,8.617707985506101,7.914544633663395,25,1.0,False
e2edf02025,98.8,c,casa_aislada,5150.0,4290.8,4.0,4.0,0.84,0.84,8.546946149565585,8.364461504342394,-1,0.0,True
efe08f2025,53.4,d,depto,1049.9,2630.4,1.9,1.9,0.47,0.47,6.957402218871551,7.875271302931738,25,0.7979276517452203,False
34fdd12024,53.9,d,depto,2739.8,2648.3,3.0,3.0,0.6,0.6,7.916005127569855,7.882050733142866,10,0.5865548494959137,False
8ff2e22024,30.3,f,depto,2427.3,1684.1,1.6,1.6,0.33,0.33,7.794946703031018,7.429580188206497,22,0.23574169195599146,False
05b9172026,47.0,d,casa_pareada,2173.6,1909.4,1.7,1.7,0.38,0.38,7.684600018563649,7.555067923198283,-1,0.0,True
e213d52025,49.2,a,casa_pareada,3148.3,2352.2,4.0,4.0,0.84,0.84,8.05493548490244,7.763531382990301,-1,0.0,True
ae191b2023,49.9,a,depto,0.1,2380.1,4.0,4.0,0.84,0.84,0.09531017980432487,7.775317844764939,5,0.4829006144363158,False
a7baaf2023,52.0,d,depto,3609.8,2577.5,3.0,3.0,0.6,0.6,8.191684633424,7.854963113491014,10,0.605199113757014,False
87fed52025,49.8,g,depto,5067.3,22.9,1.1,1.1,0.28,0.28,8.530760734637775,3.173878458937465,28,0.08364965891002549,False
940aeb2020,54.2,g,casa_aislada,11767.8,3192.4,1.1,1.1,0.28,0.28,9.373207240936003,8.0688414589056,24,0.17714176600285547,False
45c49f2024,57.8,e,depto,7748.1,3114.3,1.7,1.7,0.38,0.38,8.955331986571636,8.044080734770414,13,0.8145241213706119,False
cc92062025,51.0,d,depto,968.1,2538.1,1.7,1.7,0.38,0.38,6.876367805740505,7.839564966513962,26,0.7770222816671438,False
270cf72025,47.4,c,casa_pareada,2325.2,2567.5,4.0,4.0,0.84,0.84,7.751991313904939,7.851077349907323,3,1.0,False
1f9a7f2024,56.6,c,casa_pareada,7625.1,2941.5,4.0,4.0,0.84,0.84,8.939331853365891,7.9870148391344316,3,0.8306684091441964,False
13d2c12025,48.6,d,depto,6109.7,2447.5,1.9,1.9,0.47,0.47,8.717796611888204,7.803230871142372,25,1.0,False
ebfc9d2024,39.9,d,depto,1218.5,1644.8,1.9,1.9,0.47,0.47,7.106196217655975,7.405981867171612,25,0.9332763167730603,False
8d03ce2022,46.1,e,casa_aislada,14576.8,2618.3,1.7,1.7,0.38,0.38,9.587255102544988,7.870662385484872,14,0.7292219549822805,False
b2186e2023,32.1,a,depto,100.0,0.0,4.0,4.0,0.84,0.84,4.61512051684126,0.0,-1,0.0,True
c9c2652021,48.1,d,depto,3776.8,2426.6,1.9,1.9,0.47,0.47,8.23689710859772,7.7946583939617,25,1.0,False
6ab6f62020,50.4,a,casa_pareada,3392.2,2396.7,4.0,4.0,0.84,0.84,8.129528707933579,7.782265223507725,-1,0.0,True
02b7472025,58.6,i,casa_pareada,32802.7,3839.6,0.6,0.6,0.25,0.25,10.398296592888292,8.253383883376012,0,1.0,False
1d91302024,47.0,e,casa_pareada,6488.2,2657.7,1.7,1.7,0.38,0.38,8.777894535536245,7.885592560507808,11,0.8306291088912736,False
d9d6982026,22.4,d,depto,2037.4,1380.8,1.9,1.9,0.47,0.47,7.619920465377844,7.231142276054695,25,0.5496815768920512,False
7998592024,56.3,e,casa_pareada,13332.1,3056.5,1.7,1.7,0.38,0.38,9.498004944274838,8.025352867561327,11,0.29325775509279417,False
2ab5b92022,79.4,d,casa_pareada,13994.6,3491.8,1.7,1.7,0.38,0.38,9.546498273485005,8.15845898579568,-1,0.0,True
5346622019,102.1,f,casa_aislada,9015.7,4746.8,1.6,1.6,0.33,0.33,9.106833692457355,8.465436631843202,20,0.2239889546170173,False
4b4e412018,42.7,g,casa_aislada,14448.5,2651.3,1.1,1.1,0.28,0.28,9.578415090865787,7.883182467079869,24,1.0,False
874b3c2019,61.1,c,casa_aislada,7383.7,3114.1,4.0,4.0,0.84,0.84,8.907165571256124,8.044016533435004,-1,0.0,True
31fe3f2023,59.8,a,depto,0.0,3300.8,4.0,4.0,0.84,0.84,0.0,8.102223053293768,5,0.5588240797117786,False
3215e02025,81.7,d,casa_pareada,5468.7,3557.5,1.7,1.7,0.38,0.38,8.606979049305059,8.177094386739325,-1,0.0,True
37f7b82022,50.1,d,depto,1582.0,2504.1,3.0,3.0,0.6,0.6,7.367077059881012,7.826083932881858,10,0.3629399659462919,False
64e9772025,53.4,f,casa_aislada,1966.7,2377.3,1.7,1.7,0.38,0.38,7.5846206269678,7.774141225727652,19,0.5584494984807692,False
4425402021,29.7,f,depto,1438.4,1894.0,1.7,1.7,0.38,0.38,7.271981639073704,7.546974117516527,21,0.3000940545317437,False
c59f8b2025,81.7,d,casa_pareada,6372.3,3557.5,1.7,1.7,0.38,0.38,8.759872667798083,8.177094386739325,-1,0.0,True
b575232022,30.8,d,depto,2337.7,1193.6,1.9,1.9,0.47,0.47,7.757350498418024,7.085566680298205,25,0.8263919649972858,False
65a4902023,28.7,d,depto,521.7,1421.7,1.9,1.9,0.47,0.47,6.259007685718876,7.260311753657121,25,0.7935560357386202,False
3066fe2022,62.5,d,casa_pareada,10972.3,2956.0,1.7,1.7,0.38,0.38,9.30322032845121,7.9919305198524775,-1,0.0,True
e0f12c2020,52.2,d,depto,7513.3,3125.1,1.9,1.9,0.47,0.47,8.924563150809366,8.047541500233036,25,0.9553843266972746,False
3e75d02024,28.3,d,depto,1234.1,3309.2,1.9,1.9,0.47,0.47,7.118907217443969,8.10476388950644,25,0.6161345186396346,False
c567022021,53.2,d,casa_pareada,7270.3,2623.2,1.9,1.9,0.47,0.47,8.891690371598097,7.872531366671615,27,1.0,False
99b7552024,50.9,c,depto,0.0,2715.7,3.0,3.0,0.6,0.6,0.0,7.907173187430174,9,0.10689174598666895,False
cd9d5a2025,45.2,e,depto,1796.3,2575.4,1.7,1.7,0.38,0.38,7.4940408177579885,7.854148354672736,13,0.9038039353158351,False
1408682022,51.8,d,casa_pareada,6075.9,2568.7,1.7,1.7,0.38,0.38,8.712249976512057,7.8515444395581016,-1,0.0,True
1c86622022,49.2,d,depto,7093.2,2470.3,3.0,3.0,0.6,0.6,8.867032827775175,7.81249960695592,10,0.8688645779142347,False
90eb582025,54.4,d,depto,3583.2,2667.7,1.9,1.9,0.47,0.47,8.184290576109289,7.889346741438428,25,1.0,False
64b9e72025,53.1,c,casa_pareada,2468.3,2805.5,4.0,4.0,0.84,0.84,7.811689988646708,7.939693434382254,3,1.0,False
b53ebe2021,76.5,d,casa_aislada,12842.1,3405.3,1.9,1.9,0.47,0.47,9.460561981125498,8.133381937202904,18,0.7252131205014226,False
a99cfe2019,50.1,d,depto,6831.1,2503.2,1.9,1.9,0.47,0.47,8.829387372363628,7.825724601234847,25,1.0,False
cd493b2024,42.5,f,depto,2472.6,2552.9,1.7,1.7,0.38,0.38,7.813429858393103,7.8453768815581215,21,0.7690175494402999,False
ec15a92021,55.0,d,depto,1786.7,2691.7,1.7,1.7,0.38,0.38,7.488685156421043,7.898299686680433,26,0.81791821124628,False
74a1462024,48.3,f,casa_pareada,13993.0,2829.2,1.7,1.7,0.38,0.38,9.546383945305841,7.948102659518271,15,0.07177959951080155,False
ee577a2021,54.5,e,casa_pareada,11151.5,2980.3,1.7,1.7,0.38,0.38,9.31941896700242,8.000114725984481,11,0.31175843370355616,False
b92da12021,43.1,d,depto,3309.4,2331.4,1.9,1.9,0.47,0.47,8.10482430699128,7.754653059348001,25,1.0,False
1598d32023,54.2,g,casa_aislada,13373.3,3193.3,1.6,1.6,0.33,0.33,9.501090233946009,8.069123250475636,23,1.0,False
2bbf302022,41.4,d,depto,1403.5,7118.2,1.9,1.9,0.47,0.47,7.2474366465442985,8.870550638542653,25,0.4020778839075777,False
6158ed2022,50.6,d,casa_pareada,7630.9,2525.0,1.9,1.9,0.47,0.47,8.940092110316915,7.8343923029104365,27,1.0,False
a25be12025,51.9,b,depto,161.6,3162.1,4.0,4.0,0.84,0.84,5.0912931971137105,8.059307838360741,1,0.2826221503782959,False
287d7d2025,55.5,d,casa_pareada,6984.5,2708.3,1.7,1.7,0.38,0.38,8.851591851090541,7.904445577924863,32,0.9486013635719202,False
6824622019,51.0,d,depto,7298.0,2538.8,1.9,1.9,0.47,0.47,8.895492631451633,7.839840616754933,25,1.0,False
5409552024,69.4,d,casa_aislada,5826.6,3186.0,1.9,1.9,0.47,0.47,8.67036053077984,8.066835314417336,18,0.2595971898640996,False
01616b2026,44.8,f,casa_pareada,2626.3,2142.4,1.7,1.7,0.38,0.38,7.8737119818711125,7.670148632278897,15,0.01797610317270101,False
c0a63d2024,39.3,d,depto,157.1,0.0,1.9,1.9,0.47,0.47,5.0632277442154265,0.0,12,1.0,False
41d67a2021,60.0,f,casa_aislada,8829.0,3335.0,1.6,1.6,0.33,0.33,9.085910293598007,8.112527763478637,20,1.0,False
ac33b02025,33.7,d,depto,100.9,1813.5,1.9,1.9,0.47,0.47,4.623991940228679,7.503565226653125,25,0.4562981176365867,False
3422622019,53.8,c,depto,2649.9,2832.7,3.0,3.0,0.6,0.6,7.882654483963062,7.949338557202024,9,1.0,False
2ce0b52021,48.4,d,depto,6524.7,2437.7,1.9,1.9,0.47,0.47,8.783503506130327,7.799220389420636,25,1.0,False
65a9742026,111.8,d,casa_aislada,31290.5,4305.6,1.9,1.9,0.47,0.47,10.35110177415245,8.367904008672507,18,0.3730878355722153,False
eed27f2021,45.3,d,depto,6244.1,2314.8,3.0,3.0,0.6,0.6,8.739552435241723,7.747510479178173,10,0.3967183943331992,False
ccfbd32021,28.7,d,depto,241.8,1384.9,1.9,1.9,0.47,0.47,5.492238059185343,7.234105027074757,25,0.6097174492982547,False
01bccf2021,47.8,d,depto,4664.1,2414.0,1.9,1.9,0.47,0.47,8.447864549278915,7.789454566086673,25,1.0,False
73ede42019,43.3,e,casa_aislada,13303.3,2489.5,1.7,1.7,0.38,0.38,9.495842570227666,7.820238772513338,14,0.5389354972678154,False
eec8032024,57.8,e,depto,418.8,3114.3,1.7,1.7,0.38,0.38,6.039778407386533,8.044080734770414,13,0.3841264440316573,False
c8fb712022,51.6,d,depto,1524.9,2563.0,1.9,1.9,0.47,0.47,7.33033967889769,7.849323818040561,25,1.0,False
9364252019,48.8,f,casa_aislada,4980.2,2852.5,1.6,1.6,0.33,0.33,8.513426104846994,7.956301589976762,20,1.0,False
648c202020,93.0,d,depto,602.5,3233.2,1.9,1.9,0.47,0.47,6.402746040537586,8.081536881143844,25,0.16417036252184722,False
bd780f2026,40.6,d,depto,151.4,0.0,1.9,1.9,0.47,0.47,5.026508643252546,0.0,12,1.0,False
0fbc4c2025,49.3,c,depto,515.1,2648.6,3.0,3.0,0.6,0.6,6.246300545154681,7.882163964190941,9,0.6507776809998446,False
9d9b862022,49.9,d,depto,9565.1,2495.6,3.0,3.0,0.6,0.6,9.165980877875755,7.822685085216951,10,0.616641259948725,False
9e53e92025,47.5,a,depto,279.2,2494.2,4.0,4.0,0.84,0.84,5.635503633902907,7.822124165293594,4,0.6932475829641427,False
66bbce2022,48.1,d,casa_pareada,3586.8,2424.6,1.9,1.9,0.47,0.47,8.18529448026499,7.793834195448053,27,0.8918177673893497,False
fd7f932021,51.6,d,casa_pareada,2279.7,540.5,1.7,1.7,0.38,0.38,7.732237692372104,6.294343066441045,30,1.0,False
6e9b1f2022,44.1,e,depto,1471.8,1825.2,1.7,1.7,0.38,0.38,7.2949206299188685,7.50999258418224,13,0.41622120845103605,False
5a51b62023,28.7,d,depto,755.1,1421.7,1.9,1.9,0.47,0.47,6.628173642564224,7.260311753657121,25,1.0,False
6ffe4d2022,22.1,d,depto,16.2,1467.1,1.9,1.9,0.47,0.47,2.8449093838194073,7.291724326745415,25,0.13681506146622194,False
7f0fce2026,48.5,d,depto,5563.2,2440.4,1.9,1.9,0.47,0.47,8.624108497760362,7.8003269242357,25,1.0,False
9371822023,49.9,d,depto,5625.7,2495.6,3.0,3.0,0.6,0.6,8.635278403634906,7.822685085216951,10,1.0,False
2f944f2025,57.8,f,depto,3313.6,3241.7,1.7,1.7,0.38,0.38,8.106092231689443,8.084161595090267,21,1.0,False
65bd452021,74.1,d,casa_aislada,14983.9,3332.5,1.9,1.9,0.47,0.47,9.61479830638849,8.111778082058114,18,0.7528193402893595,False
d24ac52020,44.4,d,depto,371.9,2048.8,1.9,1.9,0.47,0.47,5.921310287184775,7.625497506397463,25,0.5769714723292689,False
4bef4c2025,63.1,d,casa_aislada,12030.6,2977.5,1.9,1.9,0.47,0.47,9.395291800956153,7.9991750970687425,18,1.0,False
2418922025,52.7,a,depto,0.0,2482.4,4.0,4.0,0.84,0.84,0.0,7.817383867982742,5,1.0,False
6838f62024,45.8,d,depto,1531.2,1837.3,1.9,1.9,0.47,0.47,7.33445989008272,7.516596510488826,25,0.8390959872666385,False
0aff182021,99.0,d,casa_aislada,7489.5,3192.0,1.7,1.7,0.38,0.38,8.921390829957437,8.068716192714781,17,1.0,False
a8cfb82025,45.6,d,depto,763.9,2324.6,1.9,1.9,0.47,0.47,6.639745106327821,7.751733349244666,25,0.7555548225171275,False
4859432022,49.6,d,depto,2479.0,1956.7,1.9,1.9,0.47,0.47,7.8160138391590275,7.579525593782497,25,0.996296645143453,False
de7bb22023,52.4,c,depto,147.5,2777.8,3.0,3.0,0.6,0.6,5.000584958242754,7.929774458818726,9,0.3382456245284021,False
0a05632021,37.3,d,depto,1030.3,3369.7,1.9,1.9,0.47,0.47,6.938575421322024,8.122875716910137,25,0.44973330033207437,False
ff40132025,63.2,c,depto,0.0,2513.6,3.0,3.0,0.0,0.0,0.0,7.8298690241590805,-1,0.0,True
339e062025,58.7,d,casa_pareada,4926.7,2824.1,1.7,1.7,0.38,0.38,8.502627626736922,7.946299041184127,32,1.0,False
91026f2022,50.6,d,casa_pareada,6595.6,2525.0,1.9,1.9,0.47,0.47,8.794309643763235,7.8343923029104365,27,1.0,False
409ce82019,57.0,g,depto,1774.4,2901.4,1.1,1.1,0.28,0.28,7.481781028634219,7.973293259920817,28,0.4125413191935682,False
7d4a742018,74.9,d,casa_aislada,6640.4,3357.9,1.9,1.9,0.47,0.47,8.801078063619633,8.119368818404027,18,0.25028122517071805,False
66c28c2022,41.4,f,casa_aislada,13089.9,2497.8,1.6,1.6,0.33,0.33,9.479672611315081,7.8235658956194145,20,1.0,False
efc65f2022,48.1,d,casa_pareada,4198.8,2424.6,1.9,1.9,0.47,0.47,8.342792184090017,7.793834195448053,27,0.9607747164442594,False
d4f20d2025,48.7,g,casa_aislada,18349.3,2939.8,1.1,1.1,0.28,0.28,9.817401202122918,7.986436932161368,24,0.5780845778299072,False
6daef32026,71.7,d,casa_pareada,15384.0,3258.4,1.9,1.9,0.47,0.47,9.641148287756142,8.089298408341888,27,0.4697694137065034,False
5f401f2024,47.6,d,depto,6481.3,2406.4,3.0,3.0,0.6,0.6,8.776830664642238,7.786302605945634,10,0.636223055650634,False
47bc7f2018,41.2,i,casa_aislada,28582.5,2919.1,,,,,10.260584907246868,7.979373141251269,-1,0.0,True
fa37242025,28.1,d,depto,824.4,1689.2,1.9,1.9,0.47,0.47,6.7158681173184815,7.432602144110382,25,1.0,False
64a6c12025,38.9,d,depto,5520.6,2044.8,1.9,1.9,0.47,0.47,8.61642295234374,7.623544190022907,25,0.6882090788856317,False
2d7cc02025,45.9,d,depto,3190.9,2339.5,1.9,1.9,0.47,0.47,8.068371629758156,7.758119860740125,25,1.0,False
81b13f2022,49.7,d,depto,2432.6,2489.4,1.7,1.7,0.38,0.38,7.797126921505028,7.820198619127399,26,0.9522474223200834,False
a827762026,45.4,d,depto,395.2,2107.7,1.9,1.9,0.47,0.47,5.981919134264451,7.653826922849969,25,0.5436753556201234,False
2b23982024,47.7,f,depto,3774.3,2800.7,1.6,1.6,0.33,0.33,8.236235128724212,7.937981654783782,22,1.0,False
c25c092021,49.5,f,casa_aislada,17865.8,2882.5,1.7,1.7,0.38,0.38,9.790699521049506,7.966760113055467,19,1.0,False
f55cdc2023,45.1,b,casa_pareada,7500.7,2831.4,4.0,4.0,0.84,0.84,8.92288494050606,7.948879687777619,1,0.04104056300316786,False
deb95b2021,74.0,d,casa_pareada,7340.4,1942.5,1.9,1.9,0.47,0.47,8.901284839115645,7.572245750292278,27,0.18500118410916752,False
34a8fc2022,29.8,d,depto,1698.3,1977.8,1.9,1.9,0.47,0.47,7.43797168054006,7.590245879353554,25,1.0,False
7e4ad72024,53.6,d,depto,213.9,0.0,1.9,1.9,0.47,0.47,5.370172803648464,0.0,12,1.0,False
c16bf52025,78.2,d,casa_aislada,10991.3,3457.2,1.9,1.9,0.47,0.47,9.304950306666115,8.148503501470689,18,0.6037288642614349,False
8bb2fa2024,38.6,g,depto,1164.1,2437.4,1.6,1.6,0.33,0.33,7.060562199225895,7.799097365492327,29,0.38452327440537803,False
e4fbdd2026,79.4,a,depto,0.0,3620.6,4.0,4.0,0.0,0.0,0.0,8.19467119612175,-1,0.0,True
2f49c72023,52.2,f,depto,3160.8,3002.2,1.6,1.6,0.33,0.33,8.058896764662087,8.007433665832245,22,0.9066927208533848,False
d8f2c52024,51.4,d,depto,2553.7,2553.7,1.9,1.9,0.47,0.47,7.8456900789141635,7.8456900789141635,25,1.0,False
9fe6522025,59.5,d,casa_pareada,7155.6,2852.9,1.7,1.7,0.38,0.38,8.875790286837622,7.956441758880521,32,1.0,False
553c202023,46.2,d,depto,1374.3,2306.5,1.9,1.9,0.47,0.47,7.226427168120662,7.743919966377007,25,1.0,False
5479f62022,27.8,d,depto,4776.4,1211.4,1.9,1.9,0.47,0.47,8.47165174444586,7.100357145183648,25,0.5205717898339658,False
04aa842022,84.4,d,casa_aislada,12489.5,3634.0,1.9,1.9,0.47,0.47,9.432723634343983,8.198364389967619,18,0.6599107439859015,False
a1cb372025,48.0,c,depto,2804.7,3133.6,4.0,4.0,0.84,0.84,7.939408341190487,8.050256853219969,2,0.7195759158405979,False
9eb83b2025,49.3,d,depto,2376.0,2226.3,1.9,1.9,0.47,0.47,7.773594467360194,7.708545368557439,25,1.0,False
f21b542025,54.4,d,casa_pareada,5294.7,2666.2,1.9,1.9,0.47,0.47,8.57465044948669,7.88878451199653,27,0.8614084556003782,False
c561082026,53.1,d,casa_pareada,3149.7,2357.9,1.9,1.9,0.47,0.47,8.055379929354201,7.76595068766558,27,0.39396567806851857,False
31b1f32024,40.0,c,depto,1041.5,2240.8,4.0,4.0,0.84,0.84,6.949376953672957,7.715034393586995,2,0.4564820805143183,False
544b522021,52.1,d,casa_pareada,4764.1,2580.9,1.7,1.7,0.38,0.38,8.469073802226958,7.85628084098965,32,0.6652142855680886,False
f116672023,55.2,f,depto,3277.9,3131.3,1.6,1.6,0.33,0.33,8.095263279276827,8.049522837964174,22,0.5523778974292537,False
625a4b2023,68.6,e,casa_pareada,7809.2,3526.8,1.7,1.7,0.38,0.38,8.96318585070047,8.168429726177378,11,0.16824693550864073,False
b041da2022,35.2,d,depto,225.8,1138.7,1.9,1.9,0.47,0.47,5.4240685718535975,7.03852034886169,25,0.4949414923103535,False
816c152025,59.5,d,casa_aislada,12023.5,2852.1,1.9,1.9,0.47,0.47,9.394701514067908,7.9561614014229285,18,1.0,False
